	Microglia	Complement_Immunosuppressive	Neutrophil	Scavenger_Immunosuppressive	G2_M	IFN_Response	IL1B_CD83_TNF_Inflammatory	cDC	G1_S	Hypoxia	Inflammatory_microglia	HS_UPR	Macrophage	Monocyte
SLC43A3	0.000108346	0.000132062	0	0.001893744	0	0.000215589	0.000196942	0	0.001747861	0.001372823	8.5225E-05	0.000119917	0.001352494	0.001052576
SLC47A1	0.000500948	0	0	0	0.000122256	0.000215979	0	2.94593E-05	7.40121E-05	0.000364961	0.000865755	0.000138823	0.001647114	0
SLC48A1	0.000375905	0.000322946	0.000124861	0.001572933	8.99149E-05	7.92071E-05	0.000123401	0.000135285	0.000349743	0.000349967	0.000111671	0.000167903	0.001868568	4.7732E-05
SLC5A3	9.21117E-05	0.000279886	7.20763E-05	0.000411346	0.000151889	6.60557E-05	0.000357973	8.54183E-05	0.000310528	0.000608207	6.11672E-05	0.006031427	0.000211781	0.000308916
SLC6A6	0.000419233	0.000298814	0.003585448	0.001628979	1.12831E-05	0.000410399	0.000176932	0.000520294	0.000104632	0.000686739	5.39722E-05	0.000207283	0.00085582	0.001440152
SLC6A8	2.23872E-05	8.62038E-05	0	0.00026114	3.88654E-05	0	5.81568E-05	2.91571E-05	0	0.003944318	0.000121299	0	0	7.89444E-06
SLC7A11	0	0	0.000227774	0	0	5.69768E-05	0	0.000364432	0	0.000664477	0	0	0.000609902	0.000902864
SLC7A5	0.001213094	0.001204788	8.44991E-05	0.000521937	0.000191243	0.000126574	0.00141836	9.45424E-05	0.000201523	0.001245864	0.000283498	0.000378605	0	0.000322666
SLC7A8	0.000677392	0.000679233	0	0.00198069	0	1.51104E-05	0.000175862	0	0	8.96615E-05	0.00117389	0.000328255	0.001087951	0
SLC9A7	0.000113221	0.000582884	0	0.001258816	0	0	0.000287648	0.001205799	0.000337515	0.000182374	6.17624E-05	2.68101E-05	0.000357232	0.000264058
SLCO4A1	0	6.76992E-05	3.79041E-06	0.000264111	9.09379E-05	0.000152828	7.09545E-05	0.000538697	0.000110293	0.001838802	1.51196E-05	0.000205541	0	0.000750022
SLFN13	0.000180814	6.09174E-05	0.000146935	0	0.00047983	0.000221104	9.39541E-05	0.000314287	0.003618132	0	0.000249964	7.46339E-05	3.42272E-05	4.43489E-06
SLFN5	0.00023903	0.000155608	0	0.001443384	0	0.002945051	0	0.000254187	2.97315E-05	0.00052424	0.00040276	1.62516E-06	0.000470486	0.000870199
SLITRK4	0	2.45786E-05	0.000154581	8.59859E-05	2.69934E-07	0.000187909	2.21385E-05	0.000140505	5.27579E-05	1.84302E-05	0.000424369	1.68437E-05	4.43906E-06	0.000502297
SLPI	0.000846592	0	0	0	0.000184676	0.000538044	2.30299E-05	0	0.000251955	0	0	0	5.89899E-05	2.37465E-05
SMAD7	0.000987659	0.000774143	0	0.000350764	8.90319E-06	0.000524276	0.001521146	0.00015415	7.75082E-05	0.000400709	0.000752459	0.000157313	0.00029919	0.000254458
SMARCA1	0.001781076	0.000483274	0	0.000129508	0.00015245	4.81941E-05	0.000300543	0	3.45242E-05	5.72379E-05	0.001145009	0.000211605	0	0
SMARCD3	0.000133267	0.000581527	0.000230203	0	3.00498E-05	2.94808E-05	0.000146824	2.22587E-05	5.61825E-05	0.000907217	0.000291459	0.000260207	0.000217283	0.001010874
SMC1A	0.000870624	0.000989237	0.000116613	0.001152103	0.001333842	0.000594724	0.000448711	0.000407764	0.003060392	0.000157261	0.000663327	0.000243527	0.000341849	0.000671154
SMC2	0.000502883	0.00048149	0	0.000431772	0.003629668	0.000133922	9.83794E-05	9.97688E-05	0.003383109	0.000252736	0.000500734	2.79707E-05	0.000226342	0.000104821
SMC4	0.000147376	0.000163119	9.72154E-05	0.000527791	0.005937807	0.000293421	0.000134944	0.000260414	0.002251774	0.000224964	0.000420859	0.000359413	0.000135031	0.000310277
SMCHD1	0.000420155	0.000495725	0.006607394	0.000710593	0.000177555	0.001657369	0.000375996	0.000987359	0.001073332	0.000422806	0.000983614	0.000581749	0.000265057	0.001369181
SMIM25	0	1.30238E-05	0.002602512	0.00011756	2.52077E-05	0.000110029	7.0698E-05	0	0	0.000560514	0	0	0.001662843	0.002877439
SMIM3	0.001201394	0.001756192	4.07555E-05	0.000320057	0.000138312	0.000276397	0.000389704	5.36921E-05	1.38273E-05	0.000844849	0.000256214	0	0.000889311	0.000988788
SMOX	0.000381924	0.00037651	0	0.000527378	0.000407268	0	0.00029767	2.60394E-05	7.44722E-06	0.001667025	0.000142979	0.000300806	1.88739E-05	0.000468795
SMPDL3A	0.000408549	0.001309769	0	0.000967861	0	0	0.000122059	0	0	0.000211672	0.000354898	0.000111708	0.002293723	0.000407359
SNAI1	0	9.39743E-05	0	0.000179357	7.92488E-05	0.000332954	0.00046919	0.000361306	3.47202E-05	0.000862519	3.42122E-05	0.001040416	0	0.001432714
SNAPC1	0.000172969	0.000242936	6.82964E-05	0.000398571	0.000295815	0	0.001480388	0.000157312	0.000164575	0.001475583	0.000392036	0.001324857	0.000105228	0.000215204
SNHG12	0.000599893	0.000123485	0	0	0	2.15195E-05	0.000340397	0.000187695	0.000265461	0.003760216	0.000491853	0.001537825	0.001036841	0
SNHG14	0.000890688	0.000840402	7.54811E-05	0.00077684	0	1.57051E-05	0.000138253	9.31456E-05	9.29728E-05	0.000265615	0.001118252	0.000567765	0.00014595	0.000231635
SNHG15	0.000240668	0.000650319	0	2.60662E-05	0.00019819	0.000561442	0.0012402	0.001657842	0.000455783	0.000395753	0.000659089	0.000516684	0.000239973	0.000627639
SNRNP25	0.000771261	0.00057194	0	0.000342744	0.000934134	0	9.49385E-05	0.000705485	0.002934522	4.68975E-05	8.13855E-05	0.000163534	0.000956012	0.00019392
SNTB1	0	0.000137295	2.32979E-05	0.0006154	0.000189806	0.000150168	9.71008E-05	0	0.000209029	0.001461553	0	5.46342E-05	0.00165528	0.000717833
SNX10	0.000211798	0.000521704	0.001259567	0.000935264	0.001045684	0.00130812	0.000424975	0.000911224	0.000367144	0.000833874	2.09866E-05	0.00055857	0.001745379	0.001677476
SNX22	0.000299485	2.23821E-06	0	8.63975E-05	1.43578E-06	0.0001553	0	0.00224834	7.52328E-05	0	0.000543169	4.27086E-05	4.72091E-06	2.19861E-05
SNX9	0.000678951	0.001733029	0	0.000868895	8.38016E-05	0.000100215	0.001557914	0.000446503	2.88735E-05	0.00090088	0.000780333	0	0.000860987	0.000119981
SOCS1	6.39178E-05	0.000123827	8.64299E-05	0	0	0.001114594	0.000480426	0.000761413	0	0.000103138	0.000919927	0.000795037	0.000117389	0.000289213
SOCS3	0.000508138	0.001087412	0.000660583	0.000456292	0.000142038	0.000250092	0.002222537	0.000761564	3.09151E-05	0.000708852	0.00028271	0.001217171	0.000273972	0.001447283
SOCS6	0.002836946	0.000408272	0	0.00020527	7.82139E-06	0.000428612	0.00050286	0	0.000139846	0.000211384	0.001847213	0.000386997	0.000533432	7.28375E-05
SOD2	4.78794E-05	0.000735065	0.003028107	0.000214596	0	0.000552229	0.003382886	3.03487E-05	3.44065E-06	0.001349276	3.01613E-05	0.002704147	0.000724205	0.001382187
SOX4	0.000159288	3.92815E-05	0	0.000418591	2.85757E-05	2.5349E-05	6.55676E-05	0.000690463	0.000351799	6.63395E-05	0.00069709	0.000970766	0.000111986	0.000899554
SOX6	5.38839E-05	6.14641E-05	0.000307751	8.60474E-05	6.36397E-06	3.24073E-05	1.33391E-05	0.000146059	8.00854E-05	0.000463998	0.000578994	0.000413838	0.00010389	3.14456E-05
SPAG4	4.38404E-05	8.67467E-05	7.93788E-06	0	0.000147217	6.36926E-05	0.000115948	0	2.10906E-05	0.004282111	4.72665E-05	4.11298E-05	0	0
SPAG5	0	4.33049E-05	0	0.000102411	0.004715013	4.23026E-05	0.000374503	1.26843E-05	0.00174016	0.000123728	0	0.000711572	1.12249E-05	0.000204286
SPARC	4.61125E-05	0.000185154	2.22242E-05	0.002594086	0.000197422	0.000211322	0.000239696	0.000128214	7.30318E-05	0.000116748	0.000212461	6.96064E-06	0.00036798	0.000234195
SPARCL1	0.000217807	0.000655378	0.000112045	0.000975606	0.000141513	0.000293797	0.000274222	0.000103823	0.000115917	0.000840679	0.000727898	0.000275333	0	0.000114838
SPATA6	0.000799828	0.001842389	7.56116E-05	0.000556714	4.18331E-05	1.19431E-06	0.00031263	1.95387E-05	0.000432637	9.49019E-06	0.000837164	0.00010721	0	0.000148136
SPATS2L	0.001333343	0.001377844	0	0.000243193	0.000325915	0.003665584	5.21317E-05	0.000459679	0.000688138	0	0.001605522	0.000512879	0.000843407	0
SPC24	0	0	0	0.000161613	0.003625491	0	2.24242E-05	0	0.002308397	0	0	0	0	8.08177E-06
SPC25	0	0	0	0	0.003110411	3.19892E-05	0	0	0.003221949	0	0	0	0	0
SPDL1	0.000203024	0.000145467	0	0.000220155	0.003750379	9.15804E-05	3.60816E-05	0.000118	0.000980983	5.56735E-05	0.00032811	0.000280919	0.000147871	0.000117362
SPHK1	0.000191902	0.000619778	0	0.00053686	6.87229E-05	0.000661666	0.000953366	0	0.000831078	0.000473882	0.000203267	0	0.000499269	0.000980171
SPIB	0.00011151	7.08586E-05	0	0	3.0222E-05	3.70668E-05	0.000207721	0.003159777	0	0	0.000183222	0	0	0
SPIRE1	0.000729549	0.000462506	0	0.000821095	5.65066E-05	0.00017057	5.20304E-05	0	8.33825E-05	0.000996429	0.000898789	0.000293536	0.001776127	3.85403E-05
SPN	0.000797474	1.13893E-05	0	0.000231905	0.000691421	0.000498854	7.91799E-05	0.001550941	0.00027027	9.12747E-05	0.000681101	9.04636E-05	0.000868999	0.000647447
SPOCD1	8.08408E-05	3.6688E-05	0	3.12489E-05	9.28457E-06	0	0.00025583	0	6.45673E-06	0.000112094	2.47221E-05	0	0.000464089	0.000371102
SPOCK2	1.8594E-05	0.000152511	0.000150449	3.17525E-05	2.28376E-05	0.000156081	4.80475E-05	0.000640621	4.83435E-05	0.000150472	0.000398121	0.000182448	8.54958E-05	0.000235317
SPON2	2.4401E-05	7.08216E-06	0.000241761	0	5.08884E-05	0.000296625	0.000122269	0.000279278	1.29083E-05	0.00034678	0.000157947	0.000454757	0.000153708	0.000306333
SPP1	0.003160939	0.001002852	0	0.000921695	0	2.67713E-05	0.000337788	0	0.00020386	0.002802546	0	0	0.000150503	0
SPRED1	0.000824756	0.001002862	0	0.002546771	5.62023E-05	0.000332167	0.00114402	2.93575E-05	0.000227394	2.1935E-05	0.001063932	0.000470977	0.000132823	7.50697E-05
SPRY1	0.0008471	3.62702E-05	0	0	0	8.4017E-05	0.000733562	0	0	0	0.002441538	0	0.000248295	5.44779E-06
SPRY2	0.001178777	0.000350655	0	0.000246845	0.000102322	0.000209702	0.00139543	0.000239618	5.8784E-05	0.000229235	0.001410209	2.18514E-06	0.000241567	3.33794E-05
SPTBN1	0.000415783	0.000100034	0.000293543	0.000151493	0.001552632	9.52558E-05	0.000111294	0.000219	0	0.001245787	0.000589656	0.000373337	0.000609321	0.000248686
SPTLC3	0.00040357	0.000607447	0	0.000296092	0.000190439	0	0.000514722	0	0	3.33537E-05	0.001129946	0.000137972	3.77888E-05	0.000175322
SQSTM1	0.000829633	0.000378997	0.000254732	0.000757759	0	0.000217567	0.001606147	0.000730933	0	0.003017528	0.000236295	0.003159704	0.001929504	0.000432519
SREBF2-AS1	0.000153311	0	0	2.68984E-05	3.11645E-05	2.23047E-05	2.55346E-05	0.000124264	1.53244E-05	4.14728E-05	0.001015675	0.000378099	5.9226E-06	0.000178396
SRGAP1	0.000329927	0.001623272	0	0.000640048	0	0	0.000518813	0.000858063	0	2.47402E-05	0.001776953	0.000456034	1.6653E-05	0.000474648
SRPK1	0.000486208	0.000378458	0.003638096	0.000301376	0.000294113	0.00016051	0.000125518	0.000498296	0.000969099	0.000186534	0.000488462	0.00057007	0.000323254	0.00024063
SRSF7	0.000453273	0.000811755	0	0.000235738	0.000384786	0.000160313	0.001269127	0.001216758	0.000988119	5.87677E-05	0.002261624	0.002218262	0.000255196	0.000282993
SRXN1	8.45345E-05	7.34174E-06	0.001055205	0.000538702	4.94779E-06	0.000178175	5.63592E-05	3.98668E-05	5.64164E-05	0.001189981	4.4699E-06	0.001017412	0.000675287	0.000484562
SSPN	0.001225161	0.000434972	0	0	4.73626E-05	0.000606103	0.000188954	0.00038378	8.64665E-05	0	0.001253693	0.000172838	0.000133625	5.85229E-06
SSTR2	4.29082E-05	2.54602E-06	0.000186184	0.000119958	2.91479E-05	0.000548675	8.85492E-05	0.000137109	1.7965E-05	0.00036949	0.000459723	0	0.000148059	9.13617E-05
ST14	0.000406843	0.001297402	0	0.001903113	0.000368426	0.00024862	6.93496E-05	0.000573153	0.000563048	0.000898758	0	0	0.001442343	0.000943507
ST6GAL1	0.003821959	0.000877379	0	0.000408482	0	0.000815151	0.000553711	4.15506E-05	0.000110937	0	0.002308557	0.000250364	0	2.95393E-05
STAB1	0.000627541	0.002804121	0	0.004476436	0.00011574	6.02491E-06	0.000460902	0	0.000439376	0	0.000432144	8.40739E-05	0	0.000304118
STARD4	0.000985336	0.00060758	0	0.000104001	0.000139206	0.000288065	0.000581033	0.000437084	0.00013188	0.000247646	0.000173626	0.000158759	0	0.000830671
STAT1	0.000463897	0.000454469	0.000710868	0.000582484	0.000302567	0.009292655	0.000181388	0.000693648	0.000352077	0.000381707	0.000359082	0	0.000828294	0.000544148
STBD1	2.21466E-05	2.59112E-05	0	0.000187977	1.06851E-05	0.000450637	1.20231E-05	0	0.000186076	0.000916094	6.05059E-05	0.000339775	0.000543395	7.30955E-08
STEAP3	0.001053054	0.001450539	0	0.000771469	0	2.31377E-05	0.000814947	4.33876E-05	0.00041005	0	0.000180517	0.000215434	0.000375272	2.53318E-05
STEAP4	1.02667E-05	2.52022E-05	0.003841897	0	3.67476E-05	2.38432E-05	7.49136E-05	2.53312E-05	0	0	1.75348E-05	0.000446002	1.10986E-06	0.000934727
STIL	5.31391E-05	0.000104646	0	0.000134787	0.001978408	0.000156687	0.000364323	5.96769E-05	0.002056619	3.0157E-05	0.000165806	0.000154735	1.96091E-05	0
STK17B	0.000105983	0.000324486	0.004310521	0.001251774	0.000196466	0.000302463	0.000889411	0.003308057	0	0.000113849	0.001380933	4.6517E-05	0	0.001645938
STK38L	0.000606679	0.000143956	0.0003838	0.000661268	0	0.00049046	0.002134408	0.000888465	0.000145986	0.000193658	0.000277249	0.000928973	1.07161E-06	0.000573306
STMN1	0.000129078	0.000212208	0	5.24293E-05	0.00545333	3.6238E-05	3.78523E-07	0.000132883	0.003685994	4.40122E-05	0.00032146	0.000153888	0.000608849	0
STX11	0.000103603	0.000390114	0.000828711	0	2.55142E-05	0.000799532	0.00310337	0.001119789	6.43599E-05	0.000184528	0.000910191	1.44204E-05	0.000390411	0.000814004
STX4	0.000900911	0.000646844	0.000651548	0.000465447	0	0.000335143	0.001911201	0.000346436	0	0.000783265	0.000456759	0	0.000840203	0.000589851
STXBP2	0.000821286	0.000679925	0.000826929	0.000588883	0.000133876	0.000431877	0.000108782	0.000137275	6.51087E-05	0.000238999	0.000367242	0.000205292	0.000701651	0.00278339
STXBP5	0.00032956	0.000347387	0.002371055	0.001167699	4.48365E-05	1.16563E-05	8.61135E-05	0.000319979	0.000217961	7.93144E-05	0.000459843	0.000103647	7.71617E-05	0.000494891
STXBP5-AS1	1.36167E-05	0	0.000245912	0.001093289	1.0853E-05	2.68564E-05	0	5.40606E-05	0	0.00031936	0.000108708	3.87992E-05	0	0.000432307
SUCNR1	0.000631502	0	0	0.00106107	4.95062E-05	0.000201095	5.4021E-05	0.000193126	0.00053256	0.000281188	0.00047084	0.00010129	0.001252895	0
SULF2	9.30125E-05	0	0.001557932	0.00022504	0	0	0	0.00265676	0	0.002778155	0.000238747	0	0	0.001453226
SULT1A1	7.85302E-05	0.000317078	0.001551829	0.001500748	0	0.000187398	6.38536E-05	0.000128927	0	0	0.000327962	7.06147E-06	0.000809566	0.00106252
SULT1B1	0	1.6731E-05	0.00319423	0.000655159	0.000102014	0	0	0.000364445	9.65218E-05	0	0	5.42681E-05	0	0.000714363
SULT1C2	0.000756479	1.18446E-05	4.23728E-06	1.61601E-05	0	3.87398E-05	0	2.99975E-05	0	0.000208915	4.99855E-05	0.000180781	0.001231341	0
SUSD1	0.001333317	0.000659507	0	0.000683489	5.05589E-05	0.000526926	0.000142813	0.000590792	3.47944E-05	0.000381321	1.4822E-05	0.00022507	0.001472484	0.000310242
SVIL	2.55476E-05	1.48441E-05	0.003566345	8.58604E-05	1.65651E-05	0	0	0.00095542	0.000104948	0	7.41585E-06	6.36352E-05	0	0.001330529
SYAP1	0.000622912	0.00046862	0.002001185	0.000517492	0.000284672	0.000180518	0.002034462	0.000961878	1.59243E-05	0.000302993	0.001068163	0.00039119	6.52145E-05	0.000703405
SYNDIG1	0.003412976	0.000156512	0	0	0	0.000393265	1.66925E-05	0	5.03382E-05	0	0.00085578	2.0602E-05	0	0
SYNE1	0.000165451	0.000489781	0.002238898	0.001609443	0.000198294	0.000230537	9.95194E-05	0.000114161	0.000153632	0.000287198	0.000349441	0.000447517	0.000249961	0.000197192
SYNE2	6.22602E-05	0.0001971	0.003625256	0	0.000999335	0.000222526	3.99436E-06	0.000206258	0.000508054	2.73767E-05	0.000361174	6.24437E-05	3.54627E-05	5.90388E-05
SYNE3	0.000137139	1.24025E-05	0.000292512	0.00124399	0.000297013	0.000281965	3.98187E-05	0.000488675	0.000583909	3.49211E-05	2.74829E-05	9.37076E-05	6.94683E-05	0.001280209
SYNJ2	1.5098E-05	0	0.000133439	1.58401E-05	0.000191427	0.000110178	0.000367347	0.000699994	0.000246266	0.000224248	0.000146794	2.19039E-05	6.62971E-05	0.000720313
SYNPO2	2.44382E-05	0	0	0.000267775	8.17242E-06	2.94499E-05	0.001036772	0	0.000369187	0	0.000154712	0.000620671	0	0
SYP	6.65072E-05	0.000108911	4.24299E-06	3.02335E-05	0.000143667	0.00012666	0.000106097	4.54641E-05	0	7.55255E-05	0.000473759	0.000282502	0.00011784	6.94158E-05
SYT6	0.00170064	0.000192184	0	6.67444E-05	1.72795E-06	0.000334591	2.91782E-05	0	3.15079E-05	0	0.00125501	0.000286695	0	0
SYTL1	0	0	0.001091271	0	8.46118E-05	0.000161791	0	0.000894699	1.17543E-05	0.000376143	2.67172E-05	6.44097E-05	0	0.001150314
SYTL3	0.000978491	0.000239305	0.001454978	9.14531E-05	2.11634E-05	0.000251767	0.000904026	0.000385713	1.54149E-05	0.002052477	0.000754419	0.000112589	0	0.000475638
TACC3	5.78471E-06	0.000528085	0.001948864	0.00041126	0.004176587	3.4199E-05	5.04744E-05	0.000209931	0.002508981	0	1.51918E-05	9.25772E-05	0.000167172	0.00065222
TACSTD2	0	0	0	2.62293E-05	0	0	0	0.00398376	0.000181474	0	0	0	0	0
TAF9	0.000368461	0.000348801	0	0.000241407	0.000298047	0.000327948	0.000712726	0.000368699	0.000202756	0.000295094	0.000514678	6.17476E-05	0.000664391	0.000548004
TAGAP	0.000481518	0.000443727	0.001627088	1.1158E-05	0.000235617	0.000693423	0.001735165	0.000365186	0.000190738	7.97776E-05	0.001569682	0.002051805	0.000200378	0.000189343
TAGLN	0.000270022	0.000271981	0.000186209	0.000314053	6.61389E-05	0.000389115	0.000155614	0.000227415	2.74339E-05	6.37733E-05	0.000214754	0.000544748	6.22991E-05	0.000409973
TAGLN2	7.16361E-05	0.000418986	0.004041599	0.000925258	0.000970204	0	0.000503076	0.00211403	0.001058748	0.001252709	8.98283E-05	0.000284751	0.000779359	0.001559884
TAL1	0.001647468	6.59749E-05	0	0	6.204E-06	0	0.000501476	0	0	0	0.002085407	0	0	0
TALDO1	0.001135267	0.000611771	0.003600894	0.000658768	0.000499884	0.000440531	0.000300237	0.000475352	0.000905559	0.000921509	0.000346245	0.000356228	0.002333184	0.00119689
TAP1	0.00035565	0.000621416	0.00122369	0.00028806	0.000380283	0.004983488	0.000173684	0.003709021	0.00028173	0.000493685	9.62522E-05	0.000115246	0.000339035	0.000418535
TBC1D16	0.001386436	0.001944267	0	0.001998841	1.21154E-05	2.64313E-05	2.66847E-05	0	0	0	0.000672706	7.27695E-06	0.000500063	3.59481E-05
TBC1D4	0.001644832	0.000710128	0	0.000463017	0.000124227	0.00049096	0.00031987	0.000671105	0.000185922	0	0.001167333	0.001043059	0.00038267	1.87295E-05
TCEAL9	0.000360458	0	0	0.000803761	2.83938E-05	0.000160723	0.000188501	5.13321E-06	0.000786633	0.001190173	0.000452979	0.003471213	0.001307575	0.00025561
TCF19	1.72694E-05	0.000101206	0	6.2057E-05	0.000946124	6.18422E-05	4.99224E-06	1.42302E-05	0.00555342	0	3.70802E-05	0	8.53667E-05	0
TCF7	0.000145757	0.000175085	7.94834E-05	2.79462E-05	0.000141241	5.98418E-06	0.000140191	0.000335341	7.98449E-05	0.000222574	0.000748928	0.000923954	0.000120311	0.000117128
TCHH	2.39736E-05	7.46697E-06	0	6.87016E-05	0	1.49104E-06	0.00176497	1.46365E-05	2.08341E-05	0	0.000522153	0	7.9548E-06	0
TCN1	7.03136E-05	0.00010166	0	7.78617E-05	0.000233477	3.48991E-05	6.18124E-05	3.80854E-05	3.3246E-05	0.00021612	8.28076E-06	3.47652E-05	6.51075E-05	1.70406E-07
TCN2	0.000119147	0.000924162	0	0.001450719	7.58943E-05	0.000401552	0.000118143	0	2.15429E-06	2.47807E-05	0	4.90901E-05	0.002110518	0.000409459
TCOF1	0.000706151	0.000852355	0	0.000196372	0.000265252	9.67963E-05	0.000666153	0.000412012	0.000627286	0.000103143	0.000559168	0.00130166	0.000129374	0.000231699
TCTN3	0.000455874	0.000601486	0	0.000455573	0.000303784	0.000128381	0.00028163	0.001196491	0.00038162	0.000197003	0.000280396	0.000148823	0.00053185	7.76138E-05
TDP2	0.000528121	0.000325531	0.00225244	0.000959575	0.000233782	0.000213439	3.00273E-05	0.000103396	0.000184585	0.001031033	0.000382029	0.000247001	0.002027302	0.000622017
TDRD3	0.000349734	0.000308842	0	0.000364822	0.000113271	6.4392E-05	0.000127959	0.000345457	0.000152807	0.000343839	0.000890455	0.00025116	0.00089025	0.000282922
TDRD9	1.24648E-05	0	0.000291033	4.34765E-05	0	0	0	0	0	0.00085885	5.24135E-06	0.000129887	0.000732797	0.000483408
TEAD1	0.000527918	5.18054E-05	5.80734E-06	0.000422937	2.69413E-05	0	5.41782E-05	1.77375E-05	0.000150269	0.000375392	0.000194573	0.000174426	2.49021E-05	0.000103635
TECPR2	0.000513606	0.000480422	0.001952768	0.000222814	4.48948E-05	5.32947E-05	0.000139678	4.28874E-05	6.34344E-05	6.45009E-05	0.000423468	0.000418877	0.000192351	0.000170833
TENT5A	0	0.000472159	0	0.000532244	0.0002587	0.001477588	0.000299758	0.000254329	0.000160661	0.001199131	0.000237496	0.003576367	0.000322709	0.000554986
TENT5C	0	3.70201E-05	4.40975E-05	2.91662E-05	0	9.23103E-05	0.000395182	0.000954099	4.33314E-06	0.000219392	0.000376231	0.000596204	7.42773E-05	4.12271E-05
TES	9.1839E-05	0.000753374	0.001055616	0.001221278	9.64414E-05	0.000155925	0.000590786	0.002033294	0.000475906	0.000117003	0.000135991	0.00048245	1.52532E-05	0.001680934
TEX14	5.78338E-05	0.000171469	0	4.09421E-05	0.000125014	3.91784E-05	0.001148436	7.61095E-05	2.94773E-05	0	2.6714E-05	0.000118406	2.27826E-05	1.18015E-05
TFDP2	0.000434545	0.000736839	0	0.000331233	0.000171596	0.000143844	0.000476805	0.00055852	0.000538649	0	0.000763811	5.63595E-05	0.000528503	0.000328131
TFPI	0	0.000104597	0	0.000675424	4.35407E-05	0	9.36644E-05	0	0	0.000253735	0	4.25554E-06	0.000388014	0.001415519
TFRC	0.000464521	0.001656404	0	0.000431563	2.58083E-05	0.00021195	0.002156646	0.000108938	0.000116312	0.000651741	0.000245045	0.000545373	0.000301436	0.000308272
TGFB2	0	0.000541783	0	0.000240122	0	5.91776E-05	0.00043841	7.08992E-06	0.000104786	0.000125472	0.000174375	0.000152235	0.000214687	0
TGFBI	0	8.93327E-05	0	0.005003877	0.000318283	0	2.12494E-05	0	0.000538541	0.000658182	0	7.01012E-05	0.0004293	0.001431883
TGFBR1	0.003049607	0.001688296	0.000160308	0.000969601	8.25863E-06	0.000276804	0.00094722	8.93831E-05	0.000155802	0.000307225	0.000543309	1.89231E-06	0.000501281	8.72019E-05
TGIF1	0.000299272	0.000643925	0.000194721	0.000165925	0.000104932	0.000330501	0.001758769	0.000632686	0	0.000760942	0.000717231	6.97458E-05	0.00077879	0.001037838
TGM2	0	1.24168E-05	0	0.000327674	0	0	0	8.46912E-05	0	0.000673221	0	0	8.25627E-05	0.00210171
