	T-cell	Cancer-1	Cancer-2	Myeloid-1	Cancer-3	Cancer-4	Oligo	Cancer-5	Myeloid-2	Myeloid-3	Myeloid-4	Cancer-6	Giant Cell Cancer	Cycling	Vasculature-2	Other Immune-1	Vasculature-2	Other Immune-2
GNA15	-2.25E-05	-0.00034991	-0.000304069	0.000169936	-0.000350819	-0.000249818	-0.000234907	-0.000272271	0.001815989	0.000667522	-0.000258491	-0.000300249	-0.000208309	0.000229449	-0.00021893	-0.000177495	-0.000196879	0.000896055
ZC3HAV1	0.000769296	0.000274264	-0.00049409	-5.07E-05	-0.000770446	0.000265301	-0.000242262	9.74E-06	-0.00023562	0.000349195	0.000124387	-0.000429349	0.000127145	-8.63E-05	-0.000129142	-0.0001041	0.000101235	-0.000132802
ARHGEF3	0.000665393	-0.000268682	-0.000334882	-0.000106729	-2.92E-05	0.000746444	-0.000241607	0.000626762	0.000168774	-0.000798433	-0.00027396	9.54E-05	-0.00031057	-6.51E-05	-0.000321645	-0.000454259	6.52E-05	-0.000308552
SLCO3A1	-0.000137569	-0.000513134	-0.000356117	-0.000277962	-0.00065135	2.96E-05	0.00185377	0.000532006	0.000142384	-0.000354559	0.00044186	-0.000125259	-0.000236094	0.000124791	0.000837548	-0.00029401	0.000269986	2.25E-05
LDLR	-0.000105759	-0.000397846	2.31E-05	-0.000568401	-0.000322548	0.000585904	-0.000213149	0.001093401	-0.000211411	0.000696977	-0.000124997	-0.000535807	0.000446722	0.0006861	0.000163265	-0.000272583	0.000729589	0.000161018
PLCG2	-8.89E-06	-0.000200858	-0.000230535	0.001047828	-4.78E-05	2.38E-05	-0.000181556	-0.000354498	0.000703668	-0.001652063	0.000774087	-0.000369934	-0.000151227	0.000164689	-0.000168572	0.00115405	0.000399068	0.000601533
CARD16	0.00025989	-6.71E-05	-0.000367183	-7.56E-06	-0.00059769	-1.38E-05	-0.000258449	0.000304645	0.00076188	-0.000163791	0.00084797	-0.000319854	-0.000155863	2.04E-05	-0.000213829	-0.000165332	6.75E-05	-0.000220194
SPON2	0.000271449	-0.000114094	-0.000217385	-0.000112156	-0.000412983	0.000223867	-0.000187858	-0.000222109	-7.31E-05	-0.000328099	-0.000126392	-0.00010941	0.002067206	-0.000452546	0.000673645	0.000159627	-5.81E-05	-7.15E-05
HIST1H1C	-4.82E-05	0.000265345	0.000140649	-9.99E-05	-0.000600495	0.000195346	-0.000199977	-0.000241735	-0.000338774	0.000211208	-6.95E-05	-0.000182878	7.25E-05	0.002154071	-0.000282189	0.001940414	-0.000146958	0.000225243
CALCRL	-0.00038649	-0.000655312	0.001937451	-0.000295131	-0.000869484	0.001728759	-0.000324317	-0.000332044	-3.34E-05	-0.000405315	-0.000280155	-0.000674132	-0.000255135	-0.000137073	0.000345485	-0.000262667	0.001987612	-0.000309193
CCNA2	-0.000186783	-0.000460629	-0.000280094	-0.000148646	-0.000360456	-0.000181743	-0.000167323	-0.000173214	-0.000133787	-0.000347518	-0.000173918	-0.000516785	2.66E-05	0.010342468	-0.000190443	-0.000236714	-0.000136535	-0.000217772
SLC16A1	-0.000542843	0.000447634	-0.000164729	-0.000322616	0.002416709	0.000752444	-5.43E-05	0.000590798	-0.000438192	-0.000626942	-0.000578692	-0.000652111	0.000121116	0.00125552	-0.000575251	-0.000608383	7.11E-05	-0.000619941
SLC6A1	-0.000397928	0.001656333	0.000822387	-0.000274476	-0.001360335	-0.000355986	0.001053712	-0.000403513	-0.000262178	-0.00031802	-0.000293285	-0.000140596	0.00016248	-0.000782346	0.001184848	-0.000409465	9.82E-05	-0.000316769
STAC2	-0.000185407	-7.83E-05	-0.000212845	-5.18E-05	0.002618019	-0.000212534	-0.000167694	0.000175418	-0.000161242	-0.000441628	-0.000143782	-8.71E-05	-0.000310201	-4.12E-05	-2.23E-05	-0.000187026	-0.000128095	-0.000171029
DHFR	-0.000326406	0.000140854	3.79E-05	-0.000204154	-0.00061317	0.000277225	4.81E-05	0.000209797	-0.000133131	-0.000519571	-0.000323925	0.001300146	-1.93E-05	0.004963988	-0.000163465	-0.000439483	-0.000175315	-0.000295862
LTA	0.000313085	-6.88E-05	-4.79E-05	-4.72E-05	-7.93E-05	-5.68E-05	-5.17E-05	-2.73E-05	-3.55E-05	-6.20E-05	-6.29E-05	-8.21E-05	-7.17E-05	0.000117128	-4.22E-05	1.57E-05	-4.12E-06	4.18E-05
GOLGA8A	0.000401134	-0.000260161	0.000898737	0.000208689	0.000104295	-8.81E-05	-0.000184819	-5.07E-05	-0.000249448	-0.000663726	-0.00026776	-0.000180792	-0.000261092	-0.0003375	-7.93E-05	0.000158498	7.53E-05	-0.000262472
PAQR4	-0.000367862	-4.04E-05	7.65E-05	-0.000172237	-0.000550293	-0.000256399	0.002224524	5.76E-05	-4.78E-05	-0.000524635	-0.000292939	0.000667667	5.57E-05	0.001103131	-0.000283819	-0.000445962	-3.83E-05	-0.000313961
LTBP1	-0.000389426	4.41E-05	-0.00044439	-0.000246255	0.000228271	0.001298505	1.85E-05	3.66E-05	-0.000299644	-0.0005394	-0.000270618	-0.000407481	0.001644714	-3.07E-05	0.00243151	-0.000360821	4.14E-05	-0.000303823
TRAV6	0.000219238	-4.02E-05	-3.14E-05	9.71E-06	-6.58E-05	-3.04E-05	-3.00E-05	-3.43E-05	-5.12E-05	-8.36E-05	-2.58E-05	-4.08E-05	-2.69E-05	-3.68E-05	-3.34E-05	-1.62E-05	-2.28E-05	-7.01E-05
ENPEP	-0.00014022	-0.000143208	-0.00016898	-2.76E-05	-0.000171347	-0.000278007	-0.000135877	-0.000279814	-9.27E-05	-0.000402304	-9.24E-05	-0.000215399	0.002105198	8.67E-05	0.002961313	-0.000201177	0.00039568	-0.000115313
NEUROD4	-9.60E-05	-0.000201303	-0.000269255	-6.56E-05	-0.000193013	-9.45E-05	-7.02E-05	-3.98E-05	-5.88E-05	-2.58E-05	-6.04E-05	0.003181264	-7.05E-05	0.000177441	-4.17E-05	-0.000100403	-6.41E-05	-8.98E-05
ACSL6	0.000150532	0.000638484	0.000506755	-0.00017698	-0.000723307	-0.000134098	-0.00015688	0.000503714	-0.000193087	-0.000198678	-0.000170084	0.000427281	-0.000141088	-0.000486786	-0.000177169	-0.000354445	-0.000154778	-0.000260747
C9orf24	-6.57E-05	-0.000160899	-0.000206212	-8.71E-05	-0.000186726	-2.92E-05	-4.60E-05	0.000430117	-8.09E-05	8.36E-05	-4.95E-05	0.001379213	-2.78E-05	0.000126209	1.84E-05	-3.02E-05	-4.10E-05	-1.61E-06
LINC02289	-7.62E-05	-5.63E-05	-3.42E-05	-2.26E-05	-0.000125198	-5.33E-05	-4.95E-05	-1.46E-05	-0.000127178	3.34E-05	0.001015402	-5.49E-05	-3.56E-05	-5.79E-05	0.00014569	-3.59E-05	0.000145881	-0.000142932
GABBR2	-0.000204113	-0.000130579	0.000283108	-3.64E-05	-0.000787212	0.000969959	-0.000160282	0.000400784	-0.000105874	-0.00044339	-0.000141069	0.001934738	-0.000171538	-0.000159821	-3.98E-05	-6.74E-05	-0.000113635	-0.000164655
CR2	3.86E-05	-3.61E-05	-3.13E-05	-1.07E-05	-5.46E-05	-2.59E-05	-2.06E-05	-4.33E-05	1.69E-05	-8.12E-05	-1.54E-05	-5.47E-07	-3.08E-05	-5.78E-05	-2.95E-05	0.000945442	-3.37E-05	7.42E-06
DCBLD2	-0.00050937	-0.000370302	-0.000158966	-0.000215444	0.000402204	0.002576964	-0.000194389	0.000480748	-0.000346329	-0.000536111	-0.00036182	9.88E-05	0.000562302	0.000469475	0.000186651	-0.00045988	-0.000269031	-5.27E-05
PACSIN1	0.000122908	-7.87E-05	-0.000133908	-0.000141014	-0.000142771	-6.17E-05	-6.02E-05	-3.20E-05	0.000228055	-6.88E-05	-8.39E-05	0.000826112	-4.08E-05	-0.000218674	-5.64E-05	0.00060316	-2.38E-05	0.000150434
UNC13C	-9.44E-05	-0.000181507	-0.000228833	-6.09E-05	-0.000177422	-0.000102001	-6.61E-05	-6.89E-05	-4.73E-05	-5.13E-05	-4.77E-05	0.002427749	-0.000255567	0.000152743	0.001206547	-0.000109986	-0.000191955	-6.86E-05
IGHV3.64	-9.58E-05	-2.69E-05	-7.30E-05	-3.94E-05	-4.01E-05	-1.57E-05	-2.58E-05	-2.15E-05	-3.77E-05	-0.000102367	-2.75E-05	-4.65E-05	-3.13E-05	8.51E-06	-3.52E-05	0.002848114	-2.47E-05	-8.74E-05
SUSD3	0.000455545	-0.000256828	-0.00024618	0.001001162	-0.000359922	-0.000102474	-0.000173494	-0.000174484	0.000215039	-0.000587811	-9.70E-05	-0.000259302	-0.000184642	0.00022729	-0.000148833	-0.000235127	-0.000139658	-0.000156938
IRF7	0.000135578	-5.84E-06	-0.000301125	5.21E-05	-0.000292159	-0.000192162	-7.15E-06	-0.000113407	0.000491981	0.000379756	-6.18E-05	-0.000111363	-3.08E-06	-0.000221378	-0.000122561	0.000647867	0.000344637	-8.87E-06
ST8SIA3	-0.000207243	-0.00027758	0.002376369	-0.000127474	-0.000377094	-1.94E-05	-0.000215262	-0.00030869	-0.000125043	-0.00027448	-0.00015542	0.000498659	-0.000118787	-0.00080603	-0.000172689	-0.000177209	-0.000125561	-0.000175236
AL355816.2	0.000305773	-6.83E-05	-6.15E-05	4.96E-05	-9.85E-05	-3.16E-05	-4.30E-05	-3.58E-05	1.97E-05	-0.000222828	-1.76E-05	-3.46E-05	-3.09E-05	-0.000126825	-4.12E-05	-2.96E-05	-2.60E-05	-3.47E-05
FLT3LG	0.000587005	-4.63E-05	-0.000153582	-7.59E-05	-0.000171746	-1.08E-06	-0.000104194	9.74E-05	-0.000138015	-0.000158525	-0.000141174	-0.000105347	2.30E-05	2.90E-05	-5.90E-05	-0.000301667	-3.90E-05	-0.000146842
TRBV18	0.000239363	-4.70E-05	-4.22E-05	-2.31E-06	-7.18E-05	-2.96E-05	-3.22E-05	-3.20E-05	-2.35E-05	-9.69E-05	-3.21E-05	-4.43E-05	-3.54E-05	7.36E-06	-3.23E-05	-3.36E-05	-2.97E-05	-4.99E-05
AP1G2	0.000512237	-0.000292442	-0.0001634	0.000169976	-0.000265666	-0.000199244	-0.000134673	-5.18E-06	0.000392606	-0.000504876	3.43E-05	0.000186926	-0.000133786	0.000436621	-0.000160761	-0.000109368	6.96E-05	0.000326519
CXCL11	-6.89E-05	0.000176442	-0.000106433	-0.000112865	-0.0002019	8.63E-05	-5.93E-05	7.37E-05	7.20E-05	0.000302057	-7.24E-05	-2.44E-05	-6.34E-06	-3.40E-06	-5.86E-05	-5.96E-05	0.00045592	-2.77E-05
LOXHD1	-3.36E-05	-4.06E-05	-4.76E-05	-1.58E-05	-5.68E-05	-3.22E-05	-3.53E-05	-3.18E-05	-5.09E-05	-0.000117258	0.0009016	-3.23E-05	-4.16E-05	4.70E-05	-3.44E-05	-7.93E-05	1.69E-05	7.64E-05
MICAL1	0.000198054	-0.000588769	0.000491736	0.000861485	-0.000478376	-0.000240947	-0.000286243	-0.000379921	0.000381648	-0.000418984	0.000182131	0.000306602	-9.61E-05	-0.000201274	0.000662816	-0.000143207	-0.000261694	-2.47E-05
ANKRD36C	0.000167365	-0.000228248	0.000756504	0.000127003	-0.000210768	-2.65E-05	0.000220373	-0.000174994	-0.000285903	-0.000469351	-0.000297648	1.57E-05	-0.000235627	0.00077359	-6.16E-05	0.000476571	-3.00E-05	-3.25E-06
VWC2	-0.000150646	-0.000147539	0.00022635	-6.82E-06	0.00049838	0.000675005	-0.000123663	3.91E-05	-1.00E-04	-0.000346211	-0.000106906	-7.79E-05	-7.27E-05	-0.000166756	-0.000158435	-0.000168068	-0.000129434	0.000401248
LINC00528	5.04E-05	-9.61E-05	-9.45E-05	-2.50E-05	-0.000145777	-8.00E-05	-6.94E-05	-8.29E-05	5.94E-05	0.000293545	0.000519793	-8.36E-05	-6.37E-05	3.12E-06	-6.61E-05	0.000154724	-4.16E-05	-9.10E-05
ADORA3	-0.000177489	-0.00022613	-0.00023394	0.002785857	-0.000213902	-0.000120827	-0.000151923	-0.000157563	0.000452443	-0.002308564	-8.85E-05	-0.000223882	-0.000113313	-2.37E-05	-0.000109206	-0.000230564	-8.12E-05	0.000281808
B3GAT2	-0.000183104	-0.000201705	0.000870333	-7.18E-05	-0.000518256	-0.000197117	-0.000143048	0.000476567	-0.000105672	-0.000270681	-0.000146464	0.001979982	-8.99E-05	0.000224224	-0.000137348	-0.000114955	-0.000113508	-0.000111927
PSTPIP2	-2.23E-05	-0.000210352	-0.000243177	0.000118456	-0.000425276	-7.01E-05	-0.000195136	-0.000207523	0.000475666	0.000940975	0.000682984	-0.000188265	-0.000194913	-3.66E-05	-6.39E-05	-0.000141407	-9.68E-05	0.000728823
CMKLR1	-0.000234477	-0.000263087	-0.000100038	0.001846993	-0.000491683	-0.000159837	-0.000207397	-0.000213816	0.000718113	-0.001163653	-0.000213445	-0.000231619	0.000554569	-0.000370094	0.000494477	-0.000158903	3.05E-05	-0.000233436
AC015871.7	4.19E-05	-2.15E-05	-4.55E-05	0.000110694	-6.95E-05	-3.04E-05	-5.79E-05	-6.74E-05	2.57E-05	-0.000220421	0.000568739	-2.52E-05	-5.25E-05	-1.75E-05	-3.56E-05	-9.61E-05	-3.18E-05	-1.96E-05
FMNL2	-0.000951567	0.000756744	0.000354337	0.000691351	0.000793735	0.000143956	0.001635256	-3.17E-05	-0.000277081	-0.000458146	-0.000711912	-0.000293997	-0.000438179	-0.000201132	-0.000542382	-0.000857572	-0.000281059	-0.000602431
CDC42BPG	0.000139498	-4.98E-05	-7.30E-05	-1.43E-05	-8.90E-05	-1.56E-05	-3.72E-05	-5.33E-05	-6.27E-05	1.47E-05	3.34E-05	0.000361171	-4.96E-05	-7.67E-05	-1.80E-05	-2.49E-05	1.43E-05	-5.87E-05
ARHGAP11A	-0.000141561	-0.000275618	-0.000302708	-9.23E-05	-0.000448909	-0.000172311	-0.000206233	-0.000174362	-5.21E-05	-0.000358681	-0.000188164	-7.78E-05	-0.000159627	0.009024149	-0.000151673	-0.000185717	-0.000159295	-1.71E-06
AP005482.1	0.000323459	-3.80E-05	-5.93E-05	-2.34E-05	-8.88E-05	-3.16E-05	-4.37E-05	-4.54E-05	-5.12E-05	-8.99E-05	-3.31E-05	-4.41E-05	-4.25E-05	-3.86E-05	9.92E-07	-0.000167973	-2.93E-05	-7.67E-05
FAT2	-5.86E-05	-0.000129691	-0.000257064	-4.33E-05	-0.000134604	-5.19E-05	-5.58E-05	3.12E-05	-2.07E-06	-3.01E-05	-3.41E-05	0.002096695	-9.64E-06	2.21E-05	7.79E-06	-6.25E-05	-4.05E-05	-8.32E-05
PAX5	3.21E-05	-9.88E-05	6.91E-05	6.03E-05	-9.73E-05	-9.59E-05	-8.53E-06	-0.000120586	-9.65E-05	-0.000104968	-2.60E-05	0.000283278	-3.21E-05	7.54E-06	2.92E-05	0.001299118	-6.83E-06	0.000109662
CHST8	-0.000140976	0.000161124	-0.000257067	-5.12E-05	6.74E-05	-0.000126027	1.48E-06	-0.000204754	-7.56E-05	-0.000235807	-9.62E-05	0.002717701	-0.000137741	0.000238134	-3.29E-05	-0.000132631	-6.09E-05	-0.000128712
SELP	6.32E-05	-6.60E-05	-5.16E-05	-7.86E-05	-8.76E-05	-3.28E-05	-2.88E-05	-2.06E-05	-1.41E-05	1.03E-05	8.18E-05	-3.67E-05	-3.62E-05	-4.42E-05	-0.00013837	-6.66E-05	0.001088629	-1.80E-05
RNF222	4.33E-05	-2.96E-05	-2.65E-05	-5.50E-07	-2.85E-05	-2.39E-05	-2.16E-05	-3.76E-05	-5.96E-05	-1.38E-05	0.00035168	-1.64E-05	-3.85E-05	-6.69E-05	2.52E-06	-3.71E-05	-8.26E-06	-5.42E-05
ETNK2	-0.000217823	0.002301164	-0.000446232	-0.000268964	-0.000672599	4.97E-05	-0.000195452	-0.000225657	-0.000200541	0.000114142	-0.000195387	6.31E-05	-2.45E-05	-0.00012213	-5.43E-05	-0.000195547	-0.000101589	-0.000163558
FANCI	-0.000169104	7.32E-05	-0.000115416	-0.000128524	-0.000430507	-0.000264305	-0.000203821	-0.000290144	-0.000114306	-0.000317674	-0.000232199	0.000537097	-0.000139739	0.00746284	-0.000202057	-0.000282103	-0.000106039	-0.000154915
IGHV3.69.1	-9.64E-05	-2.72E-05	-8.70E-05	-2.82E-05	-4.51E-05	-1.85E-05	-2.38E-05	-3.21E-05	-4.50E-05	-0.000123882	-2.39E-05	-3.96E-05	-3.40E-05	2.81E-05	-3.61E-05	0.003041356	-2.60E-05	-0.000131624
OBSCN	0.000435966	-0.000170655	-9.93E-05	-2.87E-05	-6.34E-05	-3.74E-05	-0.000124399	-3.26E-05	1.16E-05	-0.000291893	-0.0001097	0.000437198	-6.69E-05	-0.000268259	0.000293988	-0.000147183	3.50E-05	-0.000101961
NEURL1B	-0.000353429	0.000178112	-3.60E-06	-0.000160024	-0.000615704	1.62E-05	-0.000165037	-0.000232565	-0.000215357	-0.00035689	-0.000198595	0.001475775	-0.000553415	0.004479072	0.00209827	-0.000340367	-7.22E-05	-0.000267917
LINC01094	-0.000319527	-0.000416173	-0.000304	0.001657476	-0.000513072	-0.000131392	-0.000232887	0.000824938	0.001650402	-0.001561727	-0.000182512	-0.000293735	-4.50E-06	-0.000109931	-0.000216079	-0.000400543	-0.000156245	-0.000294828
AC004847.1	0.000367706	-0.000111234	-0.000109414	-0.000124864	-0.000139675	-8.66E-05	-7.46E-05	-7.25E-05	0.000161526	6.94E-05	-2.29E-05	-0.000144371	-9.19E-05	0.000278374	-7.06E-05	-9.07E-05	-7.68E-05	9.69E-05
ZFHX3	-0.000509137	-0.000129241	-0.000225556	0.001807996	-0.00044847	9.64E-05	-0.000314894	-0.00027264	0.000181667	0.000146807	-0.000430524	-0.00010426	-0.000139722	-3.99E-05	0.001681753	-0.000558515	0.000247996	-0.000133217
LRRN3	-0.000398975	0.001336255	0.000562328	-0.000265841	-0.000707025	0.000656926	-0.000341059	0.00089809	-0.000276242	-0.0004992	-0.000288744	0.000235811	-0.000122828	-8.22E-05	-0.000336477	-0.000351682	-0.000249398	-0.000350689
ZDHHC18	0.000114899	-0.000134278	-0.000216927	-0.000138984	-4.65E-05	9.15E-05	-0.000114561	-0.000132226	-0.000197348	-0.000181306	0.001803771	-0.000138394	0.000165423	0.000202473	-7.40E-05	-8.01E-05	0.000117292	-0.000207171
CADPS	-0.000294673	-0.000737422	0.000291967	-0.000171237	0.000851771	0.000470429	-0.000239866	0.001228784	-0.000232903	-0.000347705	-0.000205587	0.001746721	-0.000322503	-0.000332354	-0.000172971	-0.000214908	-0.000212438	0.000917944
LPXN	0.000620902	-0.000338197	-0.000311983	0.000401303	-0.000467415	-0.000170277	-0.000184089	-0.00020847	0.00098365	-0.000330238	-0.000274443	-0.000358534	-0.000178046	0.000257063	-0.000226322	7.88E-05	-0.00017325	0.000455923
INKA2	-0.00037402	0.001222122	0.000900692	-0.000111452	-0.000334656	0.000204538	-0.000318608	-0.00067566	-0.000206531	-0.000513008	0.00076683	0.000108458	-0.000306352	5.03E-05	9.27E-05	-0.000360107	-0.000150127	-0.000337765
SFI1	0.000546255	-0.000157416	-0.00011028	-1.99E-05	9.18E-05	0.000151598	-0.00013834	-5.77E-05	-8.58E-05	-0.000546147	-0.000130263	-6.34E-05	-0.000153887	0.000616833	-5.25E-05	-5.34E-05	7.41E-05	-7.04E-05
VXN	-0.000362767	0.000479791	0.000406542	-0.000247493	-0.000669279	0.000205411	0.001870834	-0.000321953	-0.000257178	-0.00032771	-0.000249122	0.000359592	-0.000214014	0.000110017	-0.000248953	-0.00036686	-0.000229451	-0.00031058
WLS	-0.000645617	0.000812783	-0.000159257	3.30E-05	0.000407873	0.000790442	-0.000479474	0.00173188	-0.000207492	-0.001040898	-0.00010828	-0.000394274	0.000334055	9.14E-05	0.000367965	-0.000624244	0.000336196	-0.000574272
LIPN	-0.000137597	-9.61E-05	-0.000101471	-0.000156412	-0.000212349	-8.72E-05	-9.02E-05	-9.98E-05	0.000243322	0.000634028	0.001075674	-8.33E-05	-9.66E-05	-4.11E-05	-8.59E-05	-0.000135704	-8.43E-05	-0.000216257
CDKN2C	-0.00045097	0.000910296	-0.000492272	-0.00020653	-4.58E-05	0.000329695	-0.000143262	4.65E-05	-0.000239439	-0.000587647	-0.00033561	0.000264684	-2.39E-05	0.00582248	-0.000333153	-0.000315165	-0.00028639	-0.000306314
ABI3	0.000126325	-0.000334619	-0.000311682	0.001633367	-0.000473515	-0.000187427	-0.000225911	-0.000247468	0.000745817	-0.00069788	-0.00021135	-0.000339887	-0.000251858	0.000293995	-0.000212728	-0.000289759	0.000338433	-0.000236115
AC084871.1	-5.57E-05	-4.96E-05	-6.85E-05	0.000125587	-9.11E-05	-4.06E-05	-4.46E-05	-5.07E-05	-0.000121957	-0.000115276	0.001030129	-4.64E-05	-3.89E-05	-3.86E-05	-3.47E-05	-5.16E-05	-2.98E-05	-0.000112355
SLC25A45	0.00034204	-7.58E-05	-0.000190525	0.000402888	-0.000272926	-4.69E-05	-8.40E-05	-5.61E-05	-6.88E-05	-0.000180657	-4.32E-05	-0.000113501	-0.000109248	-0.000184175	-5.12E-05	0.000450185	-5.90E-05	-3.92E-05
AC092645.2	0.00023676	-2.58E-05	-4.20E-05	-2.03E-06	-4.30E-05	-1.99E-05	-3.93E-05	-1.14E-05	-1.47E-05	-0.000183681	-3.84E-05	-1.90E-05	-4.61E-05	-5.65E-05	-2.58E-05	-7.81E-05	-3.24E-05	-2.79E-05
C4BPA	-3.87E-05	-3.71E-05	-4.30E-05	1.86E-05	-5.26E-05	-2.10E-05	-3.30E-05	-2.67E-06	-0.000103402	-9.54E-05	0.000803619	-3.38E-05	-2.53E-05	-2.57E-05	2.82E-06	-3.12E-05	-1.91E-05	-7.42E-05
AL117329.1	1.16E-05	-3.12E-05	-1.04E-05	-5.30E-06	-2.08E-06	3.07E-05	1.02E-05	-2.63E-05	4.15E-05	-9.06E-05	2.00E-05	9.52E-06	-3.46E-05	-3.87E-05	7.12E-05	-1.18E-05	3.72E-05	2.98E-05
NPAS3	-0.000481818	0.001672215	0.000755898	-0.000295176	-0.000322757	0.00043808	0.000119055	0.000859614	-0.000334219	-0.000558657	-0.000349443	-0.00056683	-0.000437305	-0.000580176	-0.000384656	-0.000459943	-0.000313243	-0.000412758
STAT1	0.000294293	0.000774752	-0.00045388	3.12E-06	-0.001256713	0.000430432	0.00038745	0.000112827	0.000207135	-0.000472913	-7.34E-05	-0.000482659	0.000504597	0.000862332	-0.000204559	-0.000614139	8.06E-06	-0.000266198
SMPD3	2.02E-05	-0.000193869	0.00087289	-0.000216229	-0.000326072	-0.000147172	-0.000172645	-0.000246675	0.000144471	-0.00011289	-0.000170538	0.001525168	-0.000104119	-0.000433745	-0.000157787	0.00039362	-4.33E-05	9.31E-05
AC079336.5	8.63E-05	-4.50E-05	3.95E-05	2.00E-05	-6.93E-05	1.16E-05	-3.37E-05	-3.03E-05	-2.49E-05	-0.000113274	-1.60E-07	0.000160925	-4.23E-05	-8.04E-05	-1.44E-05	-5.99E-06	2.36E-05	0.000148716
TNK2	-0.000118134	-0.000411526	0.002371632	9.31E-05	-0.000161576	-2.42E-05	-0.000182581	-0.000262626	-2.10E-05	-0.000552274	-0.000194242	-0.00056497	-0.000156783	-0.000338892	-0.000242091	-0.000163675	-1.86E-05	-0.000342525
TRAV13.1	0.0002854	-4.74E-05	-5.44E-05	-1.25E-05	-6.78E-05	-1.96E-05	-3.93E-05	-3.48E-05	-2.54E-05	-0.000130725	-3.62E-05	-4.65E-05	-3.18E-05	-5.41E-05	-1.77E-05	-8.35E-05	-3.31E-05	-2.48E-05
RAB3B	-0.000109964	0.000420189	6.59E-05	-7.02E-05	-0.000169884	-9.40E-05	-9.23E-05	-0.000224415	-7.43E-05	-0.000130964	-8.04E-05	0.001374128	-7.25E-05	1.84E-05	-4.11E-06	-5.14E-05	-5.16E-05	-9.71E-06
TLE4	4.56E-05	-0.000161479	-0.000371752	1.86E-06	-0.00059596	5.72E-05	0.001505812	0.000133106	7.26E-05	-0.000410443	0.000360349	-0.000262368	-4.68E-05	-8.33E-05	2.76E-07	0.000212697	-0.000116619	-7.14E-05
FMO2	-8.82E-05	4.82E-05	-7.60E-05	-7.12E-05	-0.000478313	-5.69E-05	-7.09E-05	0.000171447	-8.58E-05	-3.70E-05	-6.73E-05	3.68E-06	0.001244308	-0.00051393	0.001232832	9.73E-05	0.000202416	-0.00010168
SLC40A1	-0.00023967	-0.000183995	-0.00022161	0.001133107	-0.000425217	0.000598326	-0.000282062	0.000275842	0.000433322	-0.001136138	0.00053903	-0.000283572	4.79E-05	-0.000437222	0.000432334	-0.000312146	0.000313386	-0.000132009
LINC02397	-2.42E-05	-1.97E-05	0.000164636	0.000301308	-0.000174404	-4.21E-05	-8.07E-05	-0.00010009	0.000122493	-0.000284292	-4.15E-05	1.80E-05	-8.19E-05	-0.000100954	-5.41E-05	0.000540534	-4.76E-05	-4.47E-05
AC133644.2	0.000298883	-5.78E-05	-5.65E-05	-9.32E-06	-9.03E-05	-3.44E-05	-4.24E-05	-5.03E-05	-4.14E-05	-0.000152936	-5.27E-05	-5.07E-05	-3.26E-05	-8.02E-05	-3.99E-05	0.000292837	-4.14E-05	-6.49E-05
BICD1	-0.000480561	0.001019345	-0.000149045	-0.000110981	0.000368829	0.001474198	-0.000308844	0.000630494	-0.000377827	-0.000867714	-0.000426812	0.000869824	-0.000365439	-2.38E-05	-0.000324489	-0.000137306	-2.99E-05	-0.00048779
CRABP1	-7.47E-05	-8.34E-05	-0.00011447	-7.01E-05	-0.000237438	0.000107824	-7.10E-05	-7.41E-05	-4.97E-05	5.39E-06	-5.29E-05	0.002017554	0.000278438	-0.000494529	0.000125775	-0.00010983	-2.50E-05	-2.27E-05
TENM3	-0.000201932	-0.00013426	-0.000117764	-4.68E-05	-0.000815437	0.002583525	-9.36E-05	-0.000362771	-0.000136668	-0.000394583	-0.000136632	-1.67E-05	-2.96E-05	0.000332115	-0.000166102	-0.000199366	-0.000185109	-0.000174079
SOX13	-0.000252408	0.002275316	3.93E-05	-0.000246795	-0.000994955	-0.000139577	-0.000131141	-0.000446543	-0.000203071	-2.51E-05	-0.000207442	6.16E-06	-0.000151071	-2.40E-06	0.000404387	-0.000226041	0.000122576	0.000383751
AC020659.1	0.000356414	-7.46E-05	-0.000109325	3.67E-05	-0.000120882	-4.50E-05	-5.35E-05	-9.17E-05	-3.43E-05	-4.65E-05	-6.03E-05	-8.54E-05	-2.48E-05	-9.31E-05	-0.000110489	-0.000104141	0.000289386	-0.000155465
WIPF1	0.000965936	-0.000506553	-0.000518868	0.000373161	-0.000922114	-0.000361337	0.000444956	-0.000427888	0.000644661	-0.000417688	0.000705454	-0.000758363	0.000395254	0.000102533	-0.000198744	-0.000237796	-0.000253049	0.00012032
SOST	1.68E-05	-8.83E-05	-3.89E-05	-1.19E-05	0.000650784	-8.81E-05	-3.37E-05	-0.000116899	-2.36E-05	-9.09E-05	-3.08E-05	-6.34E-05	-7.59E-05	6.91E-05	-2.02E-05	-4.79E-05	-1.19E-05	2.34E-05
SLC7A5	0.000155613	-0.000554776	-0.000162179	0.000133268	0.000506185	-0.000392708	-0.000321828	-0.000341305	-2.20E-05	0.001319825	-0.000265748	-0.000232861	5.41E-05	0.000147163	-0.000377064	0.000828523	0.001333771	2.13E-05
PARP14	0.000251286	0.000215159	-0.000708783	0.000803592	-0.000865256	-6.88E-05	-0.000174975	0.000228336	0.000549091	-0.000272225	-7.95E-05	-0.000700286	0.000561198	7.83E-05	-0.000166727	-0.000127407	0.000544171	-0.000228711
